,bowler,overs,runs,maidens,wicket,econrate,date,team2,winner,venue,team1,4 wicket,5 wicket,dr11Score
18066,Bilal Khan,3,31,0,1,10.0,2017-01-19,Scotland,Scotland,Dubai International Cricket Stadium,Oman,0,0,29
18067,Bilal Khan,3,35,0,1,12.0,2017-01-20,Oman,Afghanistan,Dubai International Cricket Stadium,Oman,0,0,29
18068,Jatinder Singh,2,17,0,0,8.0,2015-11-26,Oman,Hong Kong,Sheikh Zayed Stadium,Oman,0,0,4
18069,Kaleemullah,4,33,0,1,8.0,2017-01-15,Oman,Netherlands,Sheikh Zayed Stadium,Oman,0,0,29
18070,Kaleemullah,4,23,1,2,6.0,2017-01-16,Oman,Oman,Sheikh Zayed Stadium,Oman,0,0,62
18071,Kaleemullah,3,14,0,0,5.0,2017-01-19,Scotland,Scotland,Dubai International Cricket Stadium,Oman,0,0,4
18072,Kaleemullah,3,21,0,0,7.0,2017-01-20,Oman,Afghanistan,Dubai International Cricket Stadium,Oman,0,0,4
18073,Khawar Ali,3,22,0,0,7.0,2015-07-25,Oman,Afghanistan,Clontarf Cricket Club Ground,Oman,0,0,4
18074,Khawar Ali,4,17,0,2,4.0,2015-11-21,Oman,Oman,Sheikh Zayed Stadium,Oman,0,0,54
18075,Khawar Ali,3,29,0,0,10.0,2015-11-22,Oman,United Arab Emirates,Sheikh Zayed Stadium,Oman,0,0,4
18076,Khawar Ali,3,19,0,2,6.0,2015-11-25,Oman,Oman,Sheikh Zayed Stadium,Oman,0,0,54
18077,Khawar Ali,1,9,0,0,9.0,2015-11-26,Oman,Hong Kong,Sheikh Zayed Stadium,Oman,0,0,4
18078,Khawar Ali,3,20,0,1,7.0,2016-03-09,Oman,Oman,Himachal Pradesh Cricket Association Stadium,Oman,0,0,29
18079,Khawar Ali,3,24,0,1,8.0,2016-03-13,Oman,Bangladesh,Himachal Pradesh Cricket Association Stadium,Oman,0,0,29
18080,Khawar Ali,2,14,0,0,7.0,2017-01-15,Oman,Netherlands,Sheikh Zayed Stadium,Oman,0,0,4
18081,Khawar Ali,3,12,0,2,4.0,2017-01-16,Oman,Oman,Sheikh Zayed Stadium,Oman,0,0,54
18082,Khawar Ali,4,28,0,1,7.0,2017-01-19,Scotland,Scotland,Dubai International Cricket Stadium,Oman,0,0,29
18083,Khawar Ali,3,32,0,1,11.0,2017-01-20,Oman,Afghanistan,Dubai International Cricket Stadium,Oman,0,0,29
18084,M Ansari,4,38,0,2,10.0,2015-07-25,Oman,Afghanistan,Clontarf Cricket Club Ground,Oman,0,0,54
18085,M Ansari,4,25,0,1,6.0,2015-11-21,Oman,Oman,Sheikh Zayed Stadium,Oman,0,0,29
18086,M Ansari,3,20,0,1,7.0,2015-11-25,Oman,Oman,Sheikh Zayed Stadium,Oman,0,0,29
18087,M Ansari,4,36,0,0,9.0,2015-11-30,Oman,Afghanistan,Sheikh Zayed Stadium,Oman,0,0,4
18088,M Ansari,4,30,0,2,8.0,2016-02-19,Oman,Oman,Khan Shaheb Osman Ali Stadium,Oman,0,0,54
18089,M Ansari,4,40,0,0,10.0,2016-02-20,Oman,Afghanistan,Khan Shaheb Osman Ali Stadium,Oman,0,0,4
18090,M Ansari,4,34,0,0,8.0,2016-02-22,United Arab Emirates,United Arab Emirates,Shere Bangla National Stadium,Oman,0,0,4
18091,M Ansari,4,37,0,3,9.0,2016-03-09,Oman,Oman,Himachal Pradesh Cricket Association Stadium,Oman,0,0,79
18092,M Ansari,4,50,0,0,12.0,2016-03-13,Oman,Bangladesh,Himachal Pradesh Cricket Association Stadium,Oman,0,0,4
18093,Mehran Khan,4,32,0,0,8.0,2015-07-25,Oman,Afghanistan,Clontarf Cricket Club Ground,Oman,0,0,4
18094,Mehran Khan,4,20,0,2,5.0,2015-11-21,Oman,Oman,Sheikh Zayed Stadium,Oman,0,0,54
18095,Mehran Khan,4,28,0,0,7.0,2015-11-22,Oman,United Arab Emirates,Sheikh Zayed Stadium,Oman,0,0,4
18096,Mehran Khan,4,24,0,1,6.0,2015-11-26,Oman,Hong Kong,Sheikh Zayed Stadium,Oman,0,0,29
18097,Mehran Khan,4,18,0,3,4.0,2016-02-20,Oman,Afghanistan,Khan Shaheb Osman Ali Stadium,Oman,0,0,79
18098,Mehran Khan,3,23,0,0,8.0,2016-02-22,United Arab Emirates,United Arab Emirates,Shere Bangla National Stadium,Oman,0,0,4
18099,Mehran Khan,1,11,0,0,11.0,2016-03-13,Oman,Bangladesh,Himachal Pradesh Cricket Association Stadium,Oman,0,0,4
18100,Mehran Khan,1,11,0,0,11.0,2017-01-20,Oman,Afghanistan,Dubai International Cricket Stadium,Oman,0,0,4
18101,Mohammad Nadeem,4,20,0,1,5.0,2015-07-25,Oman,Afghanistan,Clontarf Cricket Club Ground,Oman,0,0,29
18102,Mohammad Nadeem,3,33,0,0,11.0,2015-11-30,Oman,Afghanistan,Sheikh Zayed Stadium,Oman,0,0,4
18103,Mohammad Nadeem,4,24,0,2,6.0,2017-01-15,Oman,Netherlands,Sheikh Zayed Stadium,Oman,0,0,54
18104,Mohammad Nadeem,3,19,0,1,6.0,2017-01-16,Oman,Oman,Sheikh Zayed Stadium,Oman,0,0,29
18105,Mohammad Nadeem,1,13,0,0,13.0,2017-01-19,Scotland,Scotland,Dubai International Cricket Stadium,Oman,0,0,4
18106,Mohammad Nadeem,2,18,0,0,9.0,2017-01-20,Oman,Afghanistan,Dubai International Cricket Stadium,Oman,0,0,4
18107,RJ Ranpura,4,17,0,2,4.0,2015-07-25,Oman,Afghanistan,Clontarf Cricket Club Ground,Oman,0,0,54
18108,RJ Ranpura,2,15,0,1,8.0,2015-11-22,Oman,United Arab Emirates,Sheikh Zayed Stadium,Oman,0,0,29
18109,Sufyan Mehmood,0,8,0,0,inf,2015-11-26,Oman,Hong Kong,Sheikh Zayed Stadium,Oman,0,0,4
18110,Sufyan Mehmood,4,22,0,2,6.0,2016-02-22,United Arab Emirates,United Arab Emirates,Shere Bangla National Stadium,Oman,0,0,54
18111,Zeeshan Maqsood,2,24,0,1,12.0,2015-11-22,Oman,United Arab Emirates,Sheikh Zayed Stadium,Oman,0,0,29
18112,Zeeshan Maqsood,4,22,0,3,6.0,2015-11-25,Oman,Oman,Sheikh Zayed Stadium,Oman,0,0,79
18113,Zeeshan Maqsood,2,23,0,0,12.0,2015-11-26,Oman,Hong Kong,Sheikh Zayed Stadium,Oman,0,0,4
18114,Zeeshan Maqsood,4,20,0,2,5.0,2015-11-30,Oman,Afghanistan,Sheikh Zayed Stadium,Oman,0,0,54
18115,Zeeshan Maqsood,4,54,0,1,14.0,2016-02-19,Oman,Oman,Khan Shaheb Osman Ali Stadium,Oman,0,0,29
18116,Zeeshan Maqsood,2,18,0,0,9.0,2016-02-22,United Arab Emirates,United Arab Emirates,Shere Bangla National Stadium,Oman,0,0,4
18117,Zeeshan Maqsood,4,18,0,0,4.0,2017-01-15,Oman,Netherlands,Sheikh Zayed Stadium,Oman,0,0,4
18118,Zeeshan Maqsood,4,14,0,2,4.0,2017-01-16,Oman,Oman,Sheikh Zayed Stadium,Oman,0,0,54
18119,Zeeshan Maqsood,4,22,0,1,6.0,2017-01-19,Scotland,Scotland,Dubai International Cricket Stadium,Oman,0,0,29
18120,Zeeshan Maqsood,4,13,0,0,3.0,2017-01-20,Oman,Afghanistan,Dubai International Cricket Stadium,Oman,0,0,4
18121,Aamer Yamin,2,12,0,1,6.0,2015-11-30,Pakistan,0,Sharjah Cricket Stadium,Pakistan,0,0,29
18122,Abdul Razzaq,4,30,0,3,8.0,2006-08-28,Pakistan,Pakistan,County Ground,Pakistan,0,0,79
18123,Abdul Razzaq,3,17,1,3,6.0,2009-06-13,Pakistan,Pakistan,Kennington Oval,Pakistan,0,0,87
18124,Abdul Razzaq,3,18,0,0,6.0,2009-06-15,Pakistan,Pakistan,Kennington Oval,Pakistan,0,0,4
18125,Abdul Razzaq,3,19,0,0,6.0,2009-06-18,South Africa,Pakistan,Trent Bridge,Pakistan,0,0,4
18126,Abdul Razzaq,3,20,0,3,7.0,2009-06-21,Sri Lanka,Pakistan,Lord's,Pakistan,0,0,79
18127,Abdul Razzaq,3,9,0,2,3.0,2009-11-12,Pakistan,Pakistan,Dubai International Cricket Stadium,Pakistan,0,0,54
18128,Abdul Razzaq,4,24,0,2,6.0,2010-02-19,Pakistan,England,Dubai International Cricket Stadium,Pakistan,0,0,54
18129,Abdul Razzaq,4,17,0,0,4.0,2010-02-20,Pakistan,Pakistan,Dubai International Cricket Stadium,Pakistan,0,0,4
18130,Abdul Razzaq,2,23,0,0,12.0,2010-05-01,Pakistan,Pakistan,"Beausejour Stadium, Gros Islet",Pakistan,0,0,4
18131,Abdul Razzaq,3,22,0,1,7.0,2010-05-06,Pakistan,England,"Kensington Oval, Bridgetown",Pakistan,0,0,29
18132,Abdul Razzaq,3,16,0,1,5.0,2010-05-10,South Africa,Pakistan,"Beausejour Stadium, Gros Islet",Pakistan,0,0,29
18133,Abdul Razzaq,2,22,0,0,11.0,2010-05-14,Pakistan,Australia,"Beausejour Stadium, Gros Islet",Pakistan,0,0,4
18134,Abdul Razzaq,2,15,0,1,8.0,2010-07-05,Pakistan,Pakistan,Edgbaston,Pakistan,0,0,29
18135,Abdul Razzaq,2,20,0,0,10.0,2010-09-05,Pakistan,England,Sophia Gardens,Pakistan,0,0,4
18136,Abdul Razzaq,2,20,0,0,10.0,2010-10-26,South Africa,South Africa,Sheikh Zayed Stadium,Pakistan,0,0,4
18137,Abdul Razzaq,1,15,0,0,15.0,2010-12-26,Pakistan,New Zealand,Eden Park,Pakistan,0,0,4
18138,Abdul Razzaq,2,12,0,1,6.0,2010-12-28,Pakistan,New Zealand,Seddon Park,Pakistan,0,0,29
18139,Abdul Razzaq,4,13,1,3,3.0,2010-12-30,Pakistan,Pakistan,AMI Stadium,Pakistan,0,0,87
18140,Abdul Razzaq,1,9,0,2,9.0,2012-09-07,Pakistan,0,Dubai International Cricket Stadium,Pakistan,0,0,54
18141,Abdul Razzaq,2,12,0,0,6.0,2012-09-10,Pakistan,Australia,Dubai International Cricket Stadium,Pakistan,0,0,4
18142,Abdul Razzaq,1,14,0,0,14.0,2013-11-15,South Africa,South Africa,Dubai International Cricket Stadium,Pakistan,0,0,4
18143,Abdur Rehman,3,7,0,2,2.0,2007-09-04,Pakistan,Pakistan,Gymkhana Club Ground,Pakistan,0,0,54
18144,Abdur Rehman,3,19,0,2,6.0,2010-05-08,Pakistan,New Zealand,"Kensington Oval, Bridgetown",Pakistan,0,0,54
18145,Abdur Rehman,4,35,0,2,9.0,2010-05-10,South Africa,Pakistan,"Beausejour Stadium, Gros Islet",Pakistan,0,0,54
18146,Abdur Rehman,4,33,0,2,8.0,2010-05-14,Pakistan,Australia,"Beausejour Stadium, Gros Islet",Pakistan,0,0,54
18147,Abdur Rehman,4,22,0,1,6.0,2010-12-30,Pakistan,Pakistan,AMI Stadium,Pakistan,0,0,29
18148,Abdur Rehman,4,22,0,3,6.0,2011-04-21,Pakistan,West Indies,"Beausejour Stadium, Gros Islet",Pakistan,0,0,79
18149,Abdur Rehman,1,18,0,0,18.0,2013-11-13,South Africa,South Africa,Dubai International Cricket Stadium,Pakistan,0,0,4
18150,Ahmed Shehzad,1,10,0,0,10.0,2015-11-27,Pakistan,England,Dubai International Cricket Stadium,Pakistan,0,0,4
18151,Aiman Anwer,3,24,0,1,8.0,2016-07-05,Pakistan,England,The Rose Bowl,Pakistan,0,0,29
18152,Aiman Anwer,2,23,0,0,12.0,2016-07-07,Pakistan,England,County Ground,Pakistan,0,0,4
18153,Aizaz Cheema,3,21,0,2,7.0,2011-09-16,Pakistan,Pakistan,Harare Sports Club,Pakistan,0,0,54
18154,Aizaz Cheema,4,30,0,4,8.0,2011-11-25,Sri Lanka,Pakistan,Sheikh Zayed Stadium,Pakistan,1,0,112
18155,Aizaz Cheema,2,9,0,1,4.0,2011-11-29,Pakistan,Pakistan,Shere Bangla National Stadium,Pakistan,0,0,29
18156,Aizaz Cheema,4,31,0,1,8.0,2012-02-25,Pakistan,England,Dubai International Cricket Stadium,Pakistan,0,0,29
18157,Aizaz Cheema,4,25,0,1,6.0,2012-02-27,Pakistan,England,Sheikh Zayed Stadium,Pakistan,0,0,29
18158,Aliya Riaz,1,4,0,1,4.0,2015-09-30,Bangladesh,Pakistan,Southend Club Cricket Stadium,Pakistan,0,0,29
18159,Aliya Riaz,4,21,0,1,5.0,2015-10-29,Pakistan,West Indies,"National Cricket Stadium, St George's",Pakistan,0,0,29
18160,Aliya Riaz,2,12,0,0,6.0,2016-11-21,Pakistan,New Zealand,Saxton Oval,Pakistan,0,0,4
18161,Anam Amin,4,22,0,0,6.0,2014-03-29,Pakistan,Australia,Sylhet Stadium,Pakistan,0,0,4
18162,Anam Amin,4,17,0,1,4.0,2014-03-31,Pakistan,Pakistan,Sylhet Stadium,Pakistan,0,0,29
18163,Anam Amin,3,15,0,0,5.0,2014-04-02,Pakistan,India,Sylhet Stadium,Pakistan,0,0,4
18164,Anam Amin,4,21,0,2,5.0,2014-04-03,Sri Lanka,Pakistan,Sylhet Stadium,Pakistan,0,0,54
18165,Anam Amin,3,18,0,1,6.0,2014-09-05,Pakistan,Australia,Kerrydale Oval,Pakistan,0,0,29
18166,Anam Amin,4,16,1,1,4.0,2015-03-19,South Africa,Pakistan,Sharjah Cricket Stadium,Pakistan,0,0,37
18167,Anam Amin,3,25,0,2,8.0,2015-03-20,South Africa,Pakistan,Sharjah Cricket Stadium,Pakistan,0,0,54
18168,Anam Amin,4,20,0,2,5.0,2015-03-22,South Africa,South Africa,Sharjah Cricket Stadium,Pakistan,0,0,54
18169,Anam Amin,4,17,0,2,4.0,2015-09-30,Bangladesh,Pakistan,Southend Club Cricket Stadium,Pakistan,0,0,54
18170,Anam Amin,4,18,0,1,4.0,2015-10-01,Bangladesh,Pakistan,Southend Club Cricket Stadium,Pakistan,0,0,29
18171,Anam Amin,4,12,0,1,3.0,2015-10-29,Pakistan,West Indies,"National Cricket Stadium, St George's",Pakistan,0,0,29
18172,Anam Amin,4,16,0,6,4.0,2016-03-16,West Indies,West Indies,"MA Chidambaram Stadium, Chepauk",Pakistan,1,1,178
18173,Anam Amin,4,9,0,2,2.0,2016-03-19,Pakistan,Pakistan,Feroz Shah Kotla,Pakistan,0,0,54
18174,Anam Amin,4,12,0,2,3.0,2016-03-24,Pakistan,Pakistan,Feroz Shah Kotla,Pakistan,0,0,54
18175,Anam Amin,3,36,0,0,12.0,2016-03-27,Pakistan,England,"MA Chidambaram Stadium, Chepauk",Pakistan,0,0,4
18176,Anam Amin,3,24,0,0,8.0,2016-07-05,Pakistan,England,The Rose Bowl,Pakistan,0,0,4
18177,Anam Amin,4,38,0,0,10.0,2016-07-07,Pakistan,England,County Ground,Pakistan,0,0,4
18178,Anam Amin,4,24,0,2,6.0,2016-12-04,Pakistan,India,Asian Institute of Technology Ground,Pakistan,0,0,54
18179,Anwar Ali,3,21,0,1,7.0,2013-08-23,Pakistan,Pakistan,Harare Sports Club,Pakistan,0,0,29
18180,Anwar Ali,2,24,0,1,12.0,2013-08-24,Pakistan,Pakistan,Harare Sports Club,Pakistan,0,0,29
18181,Anwar Ali,2,22,0,0,11.0,2013-11-20,Pakistan,South Africa,New Wanderers Stadium,Pakistan,0,0,4
18182,Anwar Ali,2,15,0,1,8.0,2014-12-04,Pakistan,Pakistan,Dubai International Cricket Stadium,Pakistan,0,0,29
18183,Anwar Ali,2,13,0,0,6.0,2014-12-05,Pakistan,New Zealand,Dubai International Cricket Stadium,Pakistan,0,0,4
18184,Anwar Ali,3,18,0,0,6.0,2015-05-22,Zimbabwe,Pakistan,Gaddafi Stadium,Pakistan,0,0,4
18185,Anwar Ali,3,31,0,0,10.0,2015-05-24,Zimbabwe,Pakistan,Gaddafi Stadium,Pakistan,0,0,4
18186,Anwar Ali,4,27,0,2,7.0,2015-07-30,Pakistan,Pakistan,R Premadasa Stadium,Pakistan,0,0,54
18187,Anwar Ali,4,40,0,1,10.0,2015-08-01,Pakistan,Pakistan,R Premadasa Stadium,Pakistan,0,0,29
18188,Anwar Ali,4,19,0,1,5.0,2015-11-26,Pakistan,England,Dubai International Cricket Stadium,Pakistan,0,0,29
18189,Anwar Ali,4,27,0,2,7.0,2015-11-27,Pakistan,England,Dubai International Cricket Stadium,Pakistan,0,0,54
18190,Anwar Ali,4,35,0,1,9.0,2015-11-30,Pakistan,0,Sharjah Cricket Stadium,Pakistan,0,0,29
18191,Anwar Ali,3,31,0,1,10.0,2016-01-22,Pakistan,New Zealand,Westpac Stadium,Pakistan,0,0,29
18192,Anwar Ali,2,25,0,0,12.0,2016-03-02,Pakistan,Bangladesh,Shere Bangla National Stadium,Pakistan,0,0,4
18193,Asad Ali,1,7,0,0,7.0,2013-07-28,Pakistan,Pakistan,"Arnos Vale Ground, Kingstown",Pakistan,0,0,4
18194,Asad Ali,3,26,0,0,9.0,2013-08-24,Pakistan,Pakistan,Harare Sports Club,Pakistan,0,0,4
18195,Asmavia Iqbal,2,18,0,0,9.0,2012-09-04,Pakistan,England,Haslegrave Ground,Pakistan,0,0,4
18196,Asmavia Iqbal,4,36,0,4,9.0,2012-09-05,Pakistan,England,Haslegrave Ground,Pakistan,1,0,112
18197,Asmavia Iqbal,2,20,0,0,10.0,2012-09-27,Pakistan,England,Galle International Stadium,Pakistan,0,0,4
18198,Asmavia Iqbal,3,20,0,1,7.0,2012-09-29,Pakistan,Australia,Galle International Stadium,Pakistan,0,0,29
18199,Asmavia Iqbal,4,15,0,1,4.0,2012-10-30,Pakistan,Pakistan,Guanggong International Cricket Stadium,Pakistan,0,0,29
18200,Asmavia Iqbal,1,10,0,0,10.0,2012-10-31,Pakistan,India,Guanggong International Cricket Stadium,Pakistan,0,0,4
18201,Asmavia Iqbal,3,8,0,0,3.0,2013-07-05,Pakistan,Pakistan,Haslegrave Ground,Pakistan,0,0,4
18202,Asmavia Iqbal,2,12,0,1,6.0,2013-07-16,Pakistan,Pakistan,YMCA Cricket Club,Pakistan,0,0,29
18203,Asmavia Iqbal,2,17,0,0,8.0,2014-01-19,Pakistan,Ireland,West End Park International Cricket Stadium,Pakistan,0,0,4
18204,Asmavia Iqbal,3,11,0,1,4.0,2014-01-19,South Africa,Pakistan,West End Park International Cricket Stadium,Pakistan,0,0,29
18205,Asmavia Iqbal,4,14,0,3,4.0,2014-01-24,South Africa,Pakistan,West End Park International Cricket Stadium,Pakistan,0,0,79
18206,Asmavia Iqbal,4,29,0,1,7.0,2014-03-27,Pakistan,New Zealand,Sylhet Stadium,Pakistan,0,0,29
18207,Asmavia Iqbal,4,23,0,1,6.0,2014-03-29,Pakistan,Australia,Sylhet Stadium,Pakistan,0,0,29
18208,Asmavia Iqbal,3,18,0,3,6.0,2014-03-31,Pakistan,Pakistan,Sylhet Stadium,Pakistan,0,0,79
18209,Asmavia Iqbal,4,16,0,3,4.0,2014-04-02,Pakistan,India,Sylhet Stadium,Pakistan,0,0,79
18210,Asmavia Iqbal,2,11,0,0,6.0,2014-04-03,Sri Lanka,Pakistan,Sylhet Stadium,Pakistan,0,0,4
18211,Asmavia Iqbal,2,10,0,0,5.0,2014-08-30,Pakistan,Australia,Kerrydale Oval,Pakistan,0,0,4
18212,Asmavia Iqbal,4,24,0,2,6.0,2014-08-31,Pakistan,Australia,Kerrydale Oval,Pakistan,0,0,54
18213,Asmavia Iqbal,3,21,0,0,7.0,2014-09-03,Pakistan,Australia,Kerrydale Oval,Pakistan,0,0,4
18214,Asmavia Iqbal,4,25,0,1,6.0,2014-09-05,Pakistan,Australia,Kerrydale Oval,Pakistan,0,0,29
18215,Asmavia Iqbal,2,22,0,0,11.0,2015-01-17,Sri Lanka,Sri Lanka,Sharjah Cricket Stadium,Pakistan,0,0,4
18216,Asmavia Iqbal,4,23,0,3,6.0,2015-03-19,South Africa,Pakistan,Sharjah Cricket Stadium,Pakistan,0,0,79
18217,Asmavia Iqbal,4,12,0,2,3.0,2015-03-20,South Africa,Pakistan,Sharjah Cricket Stadium,Pakistan,0,0,54
18218,Asmavia Iqbal,3,23,0,1,8.0,2015-03-22,South Africa,South Africa,Sharjah Cricket Stadium,Pakistan,0,0,29
18219,Asmavia Iqbal,3,22,0,0,7.0,2015-09-30,Bangladesh,Pakistan,Southend Club Cricket Stadium,Pakistan,0,0,4
18220,Asmavia Iqbal,3,16,0,0,5.0,2015-10-01,Bangladesh,Pakistan,Southend Club Cricket Stadium,Pakistan,0,0,4
18221,Asmavia Iqbal,1,7,0,0,7.0,2015-10-29,Pakistan,West Indies,"National Cricket Stadium, St George's",Pakistan,0,0,4
18222,Asmavia Iqbal,3,16,0,0,5.0,2016-03-16,West Indies,West Indies,"MA Chidambaram Stadium, Chepauk",Pakistan,0,0,4
18223,Asmavia Iqbal,4,13,0,2,3.0,2016-03-19,Pakistan,Pakistan,Feroz Shah Kotla,Pakistan,0,0,54
18224,Asmavia Iqbal,4,30,0,3,8.0,2016-03-24,Pakistan,Pakistan,Feroz Shah Kotla,Pakistan,0,0,79
18225,Asmavia Iqbal,3,18,0,2,6.0,2016-03-27,Pakistan,England,"MA Chidambaram Stadium, Chepauk",Pakistan,0,0,54
18226,Asmavia Iqbal,2,20,0,1,10.0,2016-07-03,Pakistan,England,County Ground,Pakistan,0,0,29
18227,Asmavia Iqbal,4,30,0,3,8.0,2016-11-21,Pakistan,New Zealand,Saxton Oval,Pakistan,0,0,79
18228,Asmavia Iqbal,3,23,0,0,8.0,2016-12-04,Pakistan,India,Asian Institute of Technology Ground,Pakistan,0,0,4
18229,Bilawal Bhatti,4,35,0,2,9.0,2013-11-20,Pakistan,South Africa,New Wanderers Stadium,Pakistan,0,0,54
18230,Bilawal Bhatti,4,19,0,0,5.0,2013-11-22,Pakistan,Pakistan,Newlands,Pakistan,0,0,4
18231,Bilawal Bhatti,3,25,0,1,8.0,2013-12-08,Pakistan,Pakistan,Sharjah Cricket Stadium,Pakistan,0,0,29
18232,Bilawal Bhatti,3,23,0,0,8.0,2013-12-11,Sri Lanka,Pakistan,Dubai International Cricket Stadium,Pakistan,0,0,4
18233,Bilawal Bhatti,2,32,0,0,16.0,2013-12-13,Sri Lanka,Sri Lanka,Dubai International Cricket Stadium,Pakistan,0,0,4
18234,Bilawal Bhatti,2,17,0,1,8.0,2014-03-21,Pakistan,India,Shere Bangla National Stadium,Pakistan,0,0,29
18235,Bilawal Bhatti,2,36,0,3,18.0,2014-03-23,Pakistan,Pakistan,Shere Bangla National Stadium,Pakistan,0,0,79
18236,Bilawal Bhatti,3,37,0,0,12.0,2015-05-22,Zimbabwe,Pakistan,Gaddafi Stadium,Pakistan,0,0,4
18237,Bilawal Bhatti,3,31,0,0,10.0,2015-05-24,Zimbabwe,Pakistan,Gaddafi Stadium,Pakistan,0,0,4
18238,Bismah Maroof,1,6,0,0,6.0,2012-09-04,Pakistan,England,Haslegrave Ground,Pakistan,0,0,4
18239,Bismah Maroof,1,9,0,0,9.0,2012-09-27,Pakistan,England,Galle International Stadium,Pakistan,0,0,4
18240,Bismah Maroof,4,18,0,2,4.0,2012-10-01,Pakistan,Pakistan,Galle International Stadium,Pakistan,0,0,54
18241,Bismah Maroof,3,19,0,0,6.0,2012-10-28,Pakistan,India,Guanggong International Cricket Stadium,Pakistan,0,0,4
18242,Bismah Maroof,2,9,0,2,4.0,2012-10-30,Pakistan,Pakistan,Guanggong International Cricket Stadium,Pakistan,0,0,54
18243,Bismah Maroof,4,14,0,2,4.0,2012-10-31,Pakistan,India,Guanggong International Cricket Stadium,Pakistan,0,0,54
18244,Bismah Maroof,3,27,0,3,9.0,2013-07-05,Pakistan,Pakistan,Haslegrave Ground,Pakistan,0,0,79
18245,Bismah Maroof,4,21,0,4,5.0,2013-07-16,Pakistan,Pakistan,YMCA Cricket Club,Pakistan,1,0,112
18246,Bismah Maroof,2,5,0,1,2.0,2013-07-29,Pakistan,Pakistan,YMCA Cricket Club,Pakistan,0,0,29
18247,Bismah Maroof,2,12,0,0,6.0,2014-01-19,Pakistan,Ireland,West End Park International Cricket Stadium,Pakistan,0,0,4
18248,Bismah Maroof,1,2,0,0,2.0,2014-01-19,South Africa,Pakistan,West End Park International Cricket Stadium,Pakistan,0,0,4
18249,Bismah Maroof,1,14,0,0,14.0,2014-03-27,Pakistan,New Zealand,Sylhet Stadium,Pakistan,0,0,4
18250,Bismah Maroof,1,7,0,0,7.0,2014-08-30,Pakistan,Australia,Kerrydale Oval,Pakistan,0,0,4
18251,Bismah Maroof,0,5,0,0,inf,2014-09-03,Pakistan,Australia,Kerrydale Oval,Pakistan,0,0,4
18252,Bismah Maroof,4,22,0,1,6.0,2014-09-05,Pakistan,Australia,Kerrydale Oval,Pakistan,0,0,29
18253,Bismah Maroof,1,4,0,2,4.0,2015-01-16,Sri Lanka,Pakistan,Sharjah Cricket Stadium,Pakistan,0,0,54
18254,Bismah Maroof,4,21,0,1,5.0,2015-01-17,Sri Lanka,Sri Lanka,Sharjah Cricket Stadium,Pakistan,0,0,29
18255,Bismah Maroof,2,6,0,0,3.0,2015-03-20,South Africa,Pakistan,Sharjah Cricket Stadium,Pakistan,0,0,4
18256,Bismah Maroof,3,11,0,0,4.0,2015-03-22,South Africa,South Africa,Sharjah Cricket Stadium,Pakistan,0,0,4
18257,Bismah Maroof,3,14,0,1,5.0,2015-09-30,Bangladesh,Pakistan,Southend Club Cricket Stadium,Pakistan,0,0,29
18258,Bismah Maroof,2,8,0,0,4.0,2015-10-01,Bangladesh,Pakistan,Southend Club Cricket Stadium,Pakistan,0,0,4
18259,Bismah Maroof,1,7,0,0,7.0,2015-10-29,Pakistan,West Indies,"National Cricket Stadium, St George's",Pakistan,0,0,4
18260,Bismah Maroof,2,11,0,0,6.0,2016-03-16,West Indies,West Indies,"MA Chidambaram Stadium, Chepauk",Pakistan,0,0,4
18261,Bismah Maroof,2,12,0,0,6.0,2016-03-19,Pakistan,Pakistan,Feroz Shah Kotla,Pakistan,0,0,4
18262,Bismah Maroof,4,26,0,0,6.0,2016-03-24,Pakistan,Pakistan,Feroz Shah Kotla,Pakistan,0,0,4
18263,Bismah Maroof,2,18,0,0,9.0,2016-03-27,Pakistan,England,"MA Chidambaram Stadium, Chepauk",Pakistan,0,0,4
18264,Bismah Maroof,4,19,0,3,5.0,2016-07-05,Pakistan,England,The Rose Bowl,Pakistan,0,0,79
18265,Bismah Maroof,2,11,0,1,6.0,2016-07-07,Pakistan,England,County Ground,Pakistan,0,0,29
18266,Fawad Alam,4,15,0,1,4.0,2007-09-04,Pakistan,Pakistan,Gymkhana Club Ground,Pakistan,0,0,29
18267,Fawad Alam,3,29,0,2,10.0,2007-09-22,Pakistan,Pakistan,Newlands,Pakistan,0,0,54
18268,Fawad Alam,1,13,0,1,13.0,2008-10-11,Sri Lanka,Pakistan,Maple Leaf North-West Ground,Pakistan,0,0,29
18269,Fawad Alam,3,16,0,1,5.0,2008-10-13,Sri Lanka,Sri Lanka,Maple Leaf North-West Ground,Pakistan,0,0,29
18270,Fawad Alam,1,15,0,0,15.0,2009-06-18,South Africa,Pakistan,Trent Bridge,Pakistan,0,0,4
18271,Hasan Ali,4,24,0,2,6.0,2016-09-07,Pakistan,Pakistan,Old Trafford,Pakistan,0,0,54
18272,Hasan Ali,3,32,0,1,11.0,2016-09-23,West Indies,Pakistan,Dubai International Cricket Stadium,Pakistan,0,0,29
18273,Hasan Ali,4,49,0,3,12.0,2016-09-24,West Indies,Pakistan,Dubai International Cricket Stadium,Pakistan,0,0,79
18274,Hasan Ali,4,25,0,1,6.0,2017-03-26,Pakistan,Pakistan,"Kensington Oval, Bridgetown",Pakistan,0,0,29
