,batsman,runs,balls,4s,6s,SR,bowler,fielders,kind,player_out,date,team2,winner,venue,team1,50s,100s,ducks,dr11Score
119,DR Smith,34.0,31.0,6.0,0.0,109.67741935483869,Imran Tahir,['NM Coulter-Nile'],caught,DR Smith,2015-04-09,Delhi Daredevils,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,44.0
120,DR Smith,27.0,27.0,4.0,1.0,100.0,notOut,notOut,notOut,notOut,2015-04-11,Sunrisers Hyderabad,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,37.0
121,DR Smith,62.0,32.0,8.0,4.0,193.75,Harbhajan Singh,['RG Sharma'],caught,DR Smith,2015-04-17,Chennai Super Kings,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,1,0,0,90.0
122,DR Smith,40.0,29.0,3.0,2.0,137.93103448275863,JP Faulkner,0,bowled,DR Smith,2015-04-19,Chennai Super Kings,Rajasthan Royals,"Sardar Patel Stadium, Motera",Chennai Super Kings,0,0,0,51.0
123,DR Smith,39.0,29.0,3.0,3.0,134.48275862068965,HV Patel,['KD Karthik'],caught,DR Smith,2015-04-22,Chennai Super Kings,Chennai Super Kings,M Chinnaswamy Stadium,Chennai Super Kings,0,0,0,52.0
124,DR Smith,26.0,13.0,3.0,2.0,200.0,Anureet Singh,0,bowled,DR Smith,2015-04-25,Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,37.0
125,DR Smith,25.0,20.0,3.0,1.0,125.0,notOut,notOut,notOut,notOut,2015-04-28,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,34.0
126,DR Smith,0.0,1.0,0.0,0.0,0.0,PJ Cummins,['RN ten Doeschate'],caught,DR Smith,2015-04-30,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,Chennai Super Kings,0,0,1,2.0
127,DR Smith,21.0,20.0,3.0,1.0,105.0,MC Henriques,['GH Vihari'],caught,DR Smith,2015-05-02,Chennai Super Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Chennai Super Kings,0,0,0,30.0
128,DR Smith,0.0,6.0,0.0,0.0,0.0,MA Starc,0,bowled,DR Smith,2015-05-04,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,1,2.0
129,DR Smith,27.0,35.0,4.0,0.0,77.14285714285717,Harbhajan Singh,['HH Pandya'],caught,DR Smith,2015-05-08,Mumbai Indians,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,35.0
130,DR Smith,6.0,10.0,1.0,0.0,60.0,Ankit Sharma,['JP Faulkner'],caught,DR Smith,2015-05-10,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,11.0
131,DR Smith,18.0,24.0,2.0,1.0,75.0,JA Morkel,0,lbw,DR Smith,2015-05-12,Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,Chennai Super Kings,0,0,0,26.0
132,DR Smith,0.0,4.0,0.0,0.0,0.0,SL Malinga,0,lbw,DR Smith,2015-05-19,Mumbai Indians,Mumbai Indians,Wankhede Stadium,Chennai Super Kings,0,0,1,2.0
133,DR Smith,17.0,12.0,3.0,0.0,141.66666666666669,S Aravind,['MA Starc'],caught,DR Smith,2015-05-22,Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,Chennai Super Kings,0,0,0,24.0
134,DR Smith,57.0,48.0,9.0,1.0,118.75,Harbhajan Singh,0,lbw,DR Smith,2015-05-24,Chennai Super Kings,Mumbai Indians,Eden Gardens,Chennai Super Kings,1,0,0,80.0
135,F du Plessis,3.0,3.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2012-04-04,Mumbai Indians,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,7.0
136,F du Plessis,39.0,25.0,1.0,4.0,156.0,TP Sudhindra,['DT Christian'],caught,F du Plessis,2012-04-07,Chennai Super Kings,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,0,0,0,52.0
137,F du Plessis,15.0,13.0,3.0,0.0,115.38461538461536,IK Pathan,"['IK Pathan', 'DPMD Jayawardene']",run out,M Vijay,2012-04-10,Chennai Super Kings,Delhi Daredevils,Feroz Shah Kotla,Chennai Super Kings,0,0,0,22.0
138,F du Plessis,15.0,13.0,3.0,0.0,115.38461538461536,M Morkel,['RE van der Merwe'],caught,F du Plessis,2012-04-10,Chennai Super Kings,Delhi Daredevils,Feroz Shah Kotla,Chennai Super Kings,0,0,0,22.0
139,F du Plessis,71.0,46.0,5.0,4.0,154.34782608695653,M Muralitharan,['V Kohli'],caught,F du Plessis,2012-04-12,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,1,0,0,96.0
140,F du Plessis,43.0,34.0,5.0,2.0,126.47058823529413,R Sharma,['RV Uthappa'],stumped,F du Plessis,2012-04-14,Chennai Super Kings,Pune Warriors,Subrata Roy Sahara Stadium,Chennai Super Kings,0,0,0,56.0
141,F du Plessis,58.0,48.0,4.0,2.0,120.83333333333331,MN Samuels,['AD Mathews'],caught,F du Plessis,2012-04-19,Pune Warriors,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,1,0,0,78.0
142,F du Plessis,73.0,53.0,6.0,2.0,137.73584905660377,KK Cooper,['SP Goswami'],caught,F du Plessis,2012-04-21,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,1,0,0,95.0
143,F du Plessis,29.0,20.0,3.0,2.0,145.0,Azhar Mahmood,0,caught and bowled,F du Plessis,2012-04-28,Kings XI Punjab,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,40.0
144,F du Plessis,3.0,4.0,0.0,0.0,75.0,B Lee,['BB McCullum'],caught,F du Plessis,2012-04-30,Kolkata Knight Riders,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,7.0
145,F du Plessis,42.0,36.0,2.0,1.0,116.66666666666669,V Pratap Singh,['S Dhawan'],caught,F du Plessis,2012-05-04,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,50.0
146,F du Plessis,9.0,12.0,0.0,0.0,75.0,notOut,notOut,notOut,notOut,2012-05-06,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,Chennai Super Kings,0,0,0,13.0
147,F du Plessis,13.0,16.0,0.0,0.0,81.25,R Bhatia,['MK Tiwary'],caught,F du Plessis,2012-05-14,Chennai Super Kings,Chennai Super Kings,Eden Gardens,Chennai Super Kings,0,0,0,17.0
148,F du Plessis,24.0,17.0,1.0,1.0,141.17647058823533,Mohammed Shami,['M Vijay'],caught,F du Plessis,2014-04-21,Delhi Daredevils,Chennai Super Kings,Sheikh Zayed Stadium,Chennai Super Kings,0,0,0,31.0
149,F du Plessis,7.0,9.0,0.0,0.0,77.7777777777778,notOut,notOut,notOut,notOut,2014-04-23,Chennai Super Kings,Chennai Super Kings,Dubai International Cricket Stadium,Chennai Super Kings,0,0,0,11.0
150,F du Plessis,20.0,26.0,0.0,0.0,76.92307692307693,Harbhajan Singh,['CM Gautam'],stumped,F du Plessis,2014-04-25,Mumbai Indians,Chennai Super Kings,Dubai International Cricket Stadium,Chennai Super Kings,0,0,0,24.0
151,F du Plessis,0.0,1.0,0.0,0.0,0.0,B Kumar,['KL Rahul'],caught,F du Plessis,2014-04-27,Chennai Super Kings,Chennai Super Kings,Sharjah Cricket Stadium,Chennai Super Kings,0,0,1,2.0
152,F du Plessis,52.0,25.0,7.0,1.0,208.0,M Kartik,['MG Johnson'],run out,BB McCullum,2014-05-07,Chennai Super Kings,Kings XI Punjab,Barabati Stadium,Chennai Super Kings,1,0,0,73.0
153,F du Plessis,52.0,25.0,7.0,1.0,208.0,MG Johnson,['M Kartik'],caught,F du Plessis,2014-05-07,Chennai Super Kings,Kings XI Punjab,Barabati Stadium,Chennai Super Kings,1,0,0,73.0
154,F du Plessis,31.0,24.0,2.0,1.0,129.16666666666669,SL Malinga,0,bowled,F du Plessis,2014-05-10,Chennai Super Kings,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,0,0,0,39.0
155,F du Plessis,38.0,40.0,2.0,0.0,95.0,JP Faulkner,0,bowled,F du Plessis,2014-05-13,Rajasthan Royals,Chennai Super Kings,JSCA International Stadium Complex,Chennai Super Kings,0,0,0,44.0
156,F du Plessis,23.0,20.0,2.0,0.0,115.0,PJ Cummins,['PP Chawla'],run out,F du Plessis,2014-05-20,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,Chennai Super Kings,0,0,0,29.0
157,F du Plessis,19.0,11.0,4.0,0.0,172.72727272727272,notOut,notOut,notOut,notOut,2014-05-22,Sunrisers Hyderabad,Sunrisers Hyderabad,JSCA International Stadium Complex,Chennai Super Kings,0,0,0,27.0
158,F du Plessis,54.0,44.0,3.0,3.0,122.72727272727272,notOut,notOut,notOut,notOut,2014-05-24,Chennai Super Kings,Chennai Super Kings,M Chinnaswamy Stadium,Chennai Super Kings,1,0,0,75.0
159,F du Plessis,35.0,22.0,5.0,1.0,159.0909090909091,Harbhajan Singh,['BR Dunk (sub)'],caught,F du Plessis,2014-05-28,Mumbai Indians,Chennai Super Kings,Brabourne Stadium,Chennai Super Kings,0,0,0,46.0
160,F du Plessis,0.0,1.0,0.0,0.0,0.0,MG Johnson,['GJ Bailey'],caught,F du Plessis,2014-05-30,Kings XI Punjab,Kings XI Punjab,Wankhede Stadium,Chennai Super Kings,0,0,1,2.0
161,F du Plessis,32.0,25.0,3.0,0.0,128.0,JP Duminy,['SS Iyer'],caught,F du Plessis,2015-04-09,Delhi Daredevils,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,39.0
162,F du Plessis,11.0,13.0,2.0,0.0,84.61538461538461,SL Malinga,0,bowled,F du Plessis,2015-04-17,Chennai Super Kings,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,0,0,0,17.0
163,F du Plessis,1.0,3.0,0.0,0.0,33.33333333333333,Ankit Sharma,['CH Morris'],caught,F du Plessis,2015-04-19,Chennai Super Kings,Rajasthan Royals,"Sardar Patel Stadium, Motera",Chennai Super Kings,0,0,0,5.0
164,F du Plessis,33.0,19.0,4.0,1.0,173.6842105263158,notOut,notOut,notOut,notOut,2015-04-22,Chennai Super Kings,Chennai Super Kings,M Chinnaswamy Stadium,Chennai Super Kings,0,0,0,43.0
165,F du Plessis,29.0,33.0,1.0,0.0,87.87878787878788,notOut,notOut,notOut,notOut,2015-04-28,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,34.0
166,F du Plessis,20.0,11.0,5.0,0.0,181.8181818181818,GB Hogg,['RV Uthappa'],stumped,F du Plessis,2015-04-30,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,Chennai Super Kings,0,0,0,29.0
167,F du Plessis,33.0,24.0,4.0,0.0,137.5,notOut,notOut,notOut,notOut,2015-05-02,Chennai Super Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Chennai Super Kings,0,0,0,41.0
168,F du Plessis,24.0,20.0,0.0,1.0,120.0,HV Patel,0,bowled,F du Plessis,2015-05-04,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,30.0
169,F du Plessis,17.0,16.0,0.0,1.0,106.25,MJ McClenaghan,['LMP Simmons'],caught,F du Plessis,2015-05-08,Mumbai Indians,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,23.0
170,F du Plessis,29.0,26.0,3.0,0.0,111.53846153846158,notOut,notOut,notOut,notOut,2015-05-10,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,36.0
171,F du Plessis,29.0,23.0,3.0,0.0,126.08695652173914,JA Morkel,0,bowled,F du Plessis,2015-05-12,Chennai Super Kings,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,Chennai Super Kings,0,0,0,36.0
172,F du Plessis,55.0,43.0,5.0,1.0,127.90697674418604,R Dhawan,0,bowled,F du Plessis,2015-05-16,Chennai Super Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,1,0,0,74.0
173,F du Plessis,45.0,34.0,5.0,1.0,132.35294117647058,J Suchith,['R Vinay Kumar'],caught,F du Plessis,2015-05-19,Mumbai Indians,Mumbai Indians,Wankhede Stadium,Chennai Super Kings,0,0,0,56.0
174,F du Plessis,21.0,24.0,2.0,0.0,87.5,YS Chahal,0,bowled,F du Plessis,2015-05-22,Royal Challengers Bangalore,Chennai Super Kings,JSCA International Stadium Complex,Chennai Super Kings,0,0,0,27.0
175,F du Plessis,1.0,3.0,0.0,0.0,33.33333333333333,R Vinay Kumar,['RG Sharma'],caught,F du Plessis,2015-05-24,Chennai Super Kings,Mumbai Indians,Eden Gardens,Chennai Super Kings,0,0,0,5.0
176,GJ Bailey,30.0,28.0,4.0,0.0,107.14285714285714,M Kartik,['LR Shukla'],run out,PA Patel,2009-05-18,Kolkata Knight Riders,Kolkata Knight Riders,SuperSport Park,Chennai Super Kings,0,0,0,38.0
177,GJ Bailey,30.0,28.0,4.0,0.0,107.14285714285714,DJ Hussey,['BJ Hodge'],run out,GJ Bailey,2009-05-18,Kolkata Knight Riders,Kolkata Knight Riders,SuperSport Park,Chennai Super Kings,0,0,0,38.0
178,GJ Bailey,15.0,12.0,3.0,0.0,125.0,RR Powar,['Yuvraj Singh'],run out,GJ Bailey,2009-05-20,Kings XI Punjab,Chennai Super Kings,Kingsmead,Chennai Super Kings,0,0,0,22.0
179,GJ Bailey,18.0,27.0,2.0,0.0,66.66666666666666,R Vinay Kumar,['R Dravid'],run out,ML Hayden,2010-03-23,Chennai Super Kings,Royal Challengers Bangalore,M Chinnaswamy Stadium,Chennai Super Kings,0,0,0,24.0
180,GJ Bailey,18.0,27.0,2.0,0.0,66.66666666666666,R Vinay Kumar,['MV Boucher'],caught,GJ Bailey,2010-03-23,Chennai Super Kings,Royal Challengers Bangalore,M Chinnaswamy Stadium,Chennai Super Kings,0,0,0,24.0
181,JA Morkel,28.0,16.0,3.0,2.0,175.0,PJ Sangwan,['PJ Sangwan'],run out,SK Raina,2008-05-02,Delhi Daredevils,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,39.0
182,JA Morkel,28.0,16.0,3.0,2.0,175.0,R Bhatia,['V Sehwag'],caught,JA Morkel,2008-05-02,Delhi Daredevils,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,39.0
183,JA Morkel,42.0,33.0,4.0,1.0,127.27272727272728,Sohail Tanvir,0,bowled,JA Morkel,2008-05-04,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,Chennai Super Kings,0,0,0,52.0
184,JA Morkel,29.0,19.0,1.0,2.0,152.63157894736844,notOut,notOut,notOut,notOut,2008-05-06,Deccan Chargers,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,38.0
185,JA Morkel,30.0,15.0,2.0,3.0,200.0,GD McGrath,['V Sehwag'],run out,JA Morkel,2008-05-08,Chennai Super Kings,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,0,0,0,42.0
186,JA Morkel,7.0,6.0,0.0,0.0,116.66666666666669,notOut,notOut,notOut,notOut,2008-05-10,Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,11.0
187,JA Morkel,5.0,7.0,1.0,0.0,71.42857142857143,DS Kulkarni,['RV Uthappa'],caught,JA Morkel,2008-05-14,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,Chennai Super Kings,0,0,0,10.0
188,JA Morkel,1.0,5.0,0.0,0.0,20.0,DW Steyn,['R Vinay Kumar'],caught,JA Morkel,2008-05-21,Royal Challengers Bangalore,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,5.0
189,JA Morkel,71.0,41.0,6.0,4.0,173.17073170731706,Sohail Tanvir,['RA Jadeja (sub)'],caught,JA Morkel,2008-05-24,Rajasthan Royals,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,1,0,0,97.0
190,JA Morkel,12.0,12.0,1.0,0.0,100.0,notOut,notOut,notOut,notOut,2008-05-27,Chennai Super Kings,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",Chennai Super Kings,0,0,0,17.0
191,JA Morkel,16.0,14.0,0.0,2.0,114.28571428571428,YK Pathan,['Kamran Akmal'],caught,JA Morkel,2008-06-01,Rajasthan Royals,Rajasthan Royals,Dr DY Patil Sports Academy,Chennai Super Kings,0,0,0,24.0
192,JA Morkel,5.0,3.0,1.0,0.0,166.66666666666669,DW Steyn,0,bowled,JA Morkel,2009-04-20,Chennai Super Kings,Chennai Super Kings,St George's Park,Chennai Super Kings,0,0,0,10.0
193,JA Morkel,13.0,14.0,1.0,0.0,92.85714285714286,DP Nannes,"['PJ Sangwan', 'DP Nannes']",run out,L Balaji,2009-04-23,Delhi Daredevils,Delhi Daredevils,Kingsmead,Chennai Super Kings,0,0,0,18.0
194,JA Morkel,13.0,7.0,1.0,1.0,185.7142857142857,Y Venugopal Rao,['RP Singh'],caught,JA Morkel,2009-04-27,Deccan Chargers,Deccan Chargers,Kingsmead,Chennai Super Kings,0,0,0,20.0
195,JA Morkel,4.0,1.0,1.0,0.0,400.0,notOut,notOut,notOut,notOut,2009-04-30,Rajasthan Royals,Chennai Super Kings,SuperSport Park,Chennai Super Kings,0,0,0,9.0
196,JA Morkel,6.0,4.0,1.0,0.0,150.0,A Nehra,0,caught and bowled,JA Morkel,2009-05-02,Delhi Daredevils,Chennai Super Kings,New Wanderers Stadium,Chennai Super Kings,0,0,0,11.0
197,JA Morkel,4.0,5.0,0.0,0.0,80.0,notOut,notOut,notOut,notOut,2009-05-04,Deccan Chargers,Chennai Super Kings,Buffalo Park,Chennai Super Kings,0,0,0,8.0
198,JA Morkel,2.0,2.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2009-05-07,Kings XI Punjab,Chennai Super Kings,SuperSport Park,Chennai Super Kings,0,0,0,6.0
199,JA Morkel,9.0,7.0,1.0,0.0,128.57142857142858,P Kumar,['A Kumble'],caught,JA Morkel,2009-05-14,Chennai Super Kings,Royal Challengers Bangalore,Kingsmead,Chennai Super Kings,0,0,0,14.0
200,JA Morkel,21.0,11.0,1.0,2.0,190.9090909090909,notOut,notOut,notOut,notOut,2009-05-18,Kolkata Knight Riders,Kolkata Knight Riders,SuperSport Park,Chennai Super Kings,0,0,0,30.0
201,JA Morkel,20.0,19.0,1.0,1.0,105.26315789473685,notOut,notOut,notOut,notOut,2009-05-23,Chennai Super Kings,Royal Challengers Bangalore,New Wanderers Stadium,Chennai Super Kings,0,0,0,27.0
202,JA Morkel,42.0,28.0,1.0,3.0,150.0,notOut,notOut,notOut,notOut,2010-03-14,Deccan Chargers,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,53.0
203,JA Morkel,0.0,3.0,0.0,0.0,0.0,TM Dilshan,['A Mishra'],caught,JA Morkel,2010-03-19,Chennai Super Kings,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,0,0,1,2.0
204,JA Morkel,12.0,12.0,1.0,0.0,100.0,notOut,notOut,notOut,notOut,2010-03-21,Kings XI Punjab,0,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,17.0
205,JA Morkel,19.0,20.0,1.0,1.0,95.0,R Vinay Kumar,0,bowled,JA Morkel,2010-03-23,Chennai Super Kings,Royal Challengers Bangalore,M Chinnaswamy Stadium,Chennai Super Kings,0,0,0,26.0
206,JA Morkel,28.0,12.0,1.0,3.0,233.33333333333331,SW Tait,['FY Fazal'],caught,JA Morkel,2010-03-28,Chennai Super Kings,Rajasthan Royals,"Sardar Patel Stadium, Motera",Chennai Super Kings,0,0,0,39.0
207,JA Morkel,1.0,3.0,0.0,0.0,33.33333333333333,JH Kallis,0,bowled,JA Morkel,2010-03-31,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,5.0
208,JA Morkel,62.0,34.0,3.0,5.0,182.35294117647058,SR Watson,['S Narwal'],run out,JA Morkel,2010-04-03,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,1,0,0,87.0
209,JA Morkel,1.0,4.0,0.0,0.0,25.0,V Sehwag,['PD Collingwood'],caught,JA Morkel,2010-04-15,Delhi Daredevils,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,5.0
210,JA Morkel,14.0,8.0,2.0,0.0,175.0,notOut,notOut,notOut,notOut,2010-04-18,Chennai Super Kings,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings,0,0,0,20.0
211,JA Morkel,4.0,4.0,0.0,0.0,100.0,PP Ojha,['A Symonds'],caught,JA Morkel,2010-04-22,Deccan Chargers,Chennai Super Kings,Dr DY Patil Sports Academy,Chennai Super Kings,0,0,0,8.0
212,JA Morkel,15.0,6.0,1.0,1.0,250.0,notOut,notOut,notOut,notOut,2010-04-25,Mumbai Indians,Chennai Super Kings,Dr DY Patil Sports Academy,Chennai Super Kings,0,0,0,22.0
213,JA Morkel,15.0,9.0,1.0,1.0,166.66666666666669,notOut,notOut,notOut,notOut,2011-04-08,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,22.0
214,JA Morkel,9.0,8.0,1.0,0.0,112.5,JJ van der Wath,['MA Agarwal'],caught,JA Morkel,2011-04-16,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,14.0
215,JA Morkel,9.0,4.0,0.0,1.0,225.0,notOut,notOut,notOut,notOut,2011-04-18,Chennai Super Kings,Kochi Tuskers Kerala,Nehru Stadium,Chennai Super Kings,0,0,0,15.0
216,JA Morkel,3.0,5.0,0.0,0.0,60.0,Harbhajan Singh,0,bowled,JA Morkel,2011-04-22,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,Chennai Super Kings,0,0,0,7.0
217,JA Morkel,0.0,5.0,0.0,0.0,0.0,JE Taylor,['JD Ryder'],caught,JA Morkel,2011-04-25,Pune Warriors,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,1,2.0
218,JA Morkel,19.0,6.0,0.0,3.0,316.66666666666663,notOut,notOut,notOut,notOut,2011-05-01,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,29.0
219,JA Morkel,30.0,32.0,3.0,0.0,93.75,notOut,notOut,notOut,notOut,2011-05-07,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,Chennai Super Kings,0,0,0,37.0
220,JA Morkel,5.0,5.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2011-05-09,Chennai Super Kings,Chennai Super Kings,Sawai Mansingh Stadium,Chennai Super Kings,0,0,0,9.0
221,JA Morkel,13.0,10.0,2.0,0.0,130.0,notOut,notOut,notOut,notOut,2011-05-18,Kochi Tuskers Kerala,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,19.0
222,JA Morkel,5.0,10.0,0.0,0.0,50.0,A Mithun,['Z Khan'],caught,JA Morkel,2011-05-22,Chennai Super Kings,Royal Challengers Bangalore,M Chinnaswamy Stadium,Chennai Super Kings,0,0,0,9.0
223,JA Morkel,28.0,10.0,1.0,3.0,280.0,notOut,notOut,notOut,notOut,2011-05-24,Chennai Super Kings,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,0,0,0,39.0
224,JA Morkel,2.0,4.0,0.0,0.0,50.0,CH Gayle,['V Kohli'],caught,JA Morkel,2011-05-28,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,6.0
225,JA Morkel,3.0,9.0,0.0,0.0,33.33333333333333,KA Pollard,['PP Ojha'],caught,JA Morkel,2012-04-04,Mumbai Indians,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,7.0
226,JA Morkel,2.0,4.0,0.0,0.0,50.0,notOut,notOut,notOut,notOut,2012-04-07,Chennai Super Kings,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,0,0,0,6.0
227,JA Morkel,2.0,3.0,0.0,0.0,66.66666666666666,notOut,notOut,notOut,notOut,2012-04-10,Chennai Super Kings,Delhi Daredevils,Feroz Shah Kotla,Chennai Super Kings,0,0,0,6.0
228,JA Morkel,28.0,7.0,2.0,3.0,400.0,R Vinay Kumar,['MA Agarwal'],caught,JA Morkel,2012-04-12,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,40.0
229,JA Morkel,3.0,3.0,0.0,0.0,100.0,notOut,notOut,notOut,notOut,2012-04-14,Chennai Super Kings,Pune Warriors,Subrata Roy Sahara Stadium,Chennai Super Kings,0,0,0,7.0
230,JA Morkel,8.0,9.0,0.0,0.0,88.8888888888889,Azhar Mahmood,['SE Marsh'],caught,JA Morkel,2012-04-28,Kings XI Punjab,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,12.0
231,JA Morkel,13.0,8.0,0.0,0.0,162.5,notOut,notOut,notOut,notOut,2012-04-30,Kolkata Knight Riders,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,17.0
232,JA Morkel,13.0,10.0,1.0,0.0,130.0,AA Jhunjhunwala,0,bowled,JA Morkel,2012-05-04,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,18.0
233,JA Morkel,3.0,3.0,0.0,0.0,100.0,RP Singh,0,bowled,JA Morkel,2012-05-06,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,Chennai Super Kings,0,0,0,7.0
234,JA Morkel,18.0,6.0,1.0,2.0,300.0,notOut,notOut,notOut,notOut,2012-05-10,Chennai Super Kings,Chennai Super Kings,Sawai Mansingh Stadium,Chennai Super Kings,0,0,0,27.0
235,JA Morkel,14.0,8.0,1.0,1.0,175.0,Azhar Mahmood,['P Kumar'],caught,JA Morkel,2012-05-17,Chennai Super Kings,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings,0,0,0,21.0
236,JA Morkel,0.0,1.0,0.0,0.0,0.0,UT Yadav,['NV Ojha'],caught,JA Morkel,2012-05-25,Chennai Super Kings,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,1,2.0
237,JA Morkel,13.0,11.0,0.0,1.0,118.1818181818182,AB Dinda,['AJ Finch'],caught,JA Morkel,2013-04-15,Pune Warriors,Pune Warriors,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0,0,0,19.0
